iter	Logloss
147	0.3062276535
148	0.3046185423
149	0.3030831468
150	0.3015882845
151	0.29989118
152	0.2982353575
153	0.2967068396
154	0.2952845115
155	0.2937499481
156	0.2922389701
157	0.2906993437
158	0.2891348426
159	0.2876363622
160	0.2861781099
161	0.284543592
162	0.2829136726
163	0.2814272872
164	0.27992804
165	0.2784589852
166	0.2770069513
167	0.2755047257
168	0.2741486218
169	0.27274013
170	0.2713999865
171	0.2699755687
172	0.2684888057
173	0.2671116182
174	0.2655575549
175	0.2642668591
176	0.2629515054
177	0.2615822962
178	0.2603918744
179	0.2590025796
180	0.2575772151
181	0.2561439831
182	0.2548161139
183	0.2535725458
184	0.2522125673
185	0.2509473621
186	0.2496189754
187	0.2483636147
188	0.2469293116
189	0.2456473435
190	0.2444029451
191	0.2429868574
192	0.2417484359
193	0.2403546409
194	0.2391883658
195	0.2380134684
196	0.2368300572
197	0.2356601349
198	0.2344029136
199	0.2332207411
200	0.2320094014
201	0.2308711114
202	0.2297482555
203	0.2285755872
204	0.2274731779
205	0.2263733228
206	0.2253189372
207	0.2241989488
208	0.2230458493
209	0.2218489647
210	0.2207901815
211	0.2197248021
212	0.2185871863
213	0.2175589756
214	0.2165471223
215	0.215377603
216	0.2142430434
217	0.2132174137
218	0.2122313987
219	0.2111876992
220	0.2101969225
221	0.2090837589
222	0.2081296781
223	0.2071937132
224	0.2060257345
225	0.204965868
226	0.203978597
227	0.202926633
228	0.2019109322
229	0.2009106627
230	0.1998590306
231	0.1988867209
232	0.1978442971
233	0.1968071294
234	0.1958660694
235	0.1949657824
236	0.1940354835
237	0.1931963142
238	0.1922030534
239	0.1913193493
240	0.1903715081
241	0.1894475683
242	0.1885925961
243	0.1876515073
244	0.1867287696
245	0.1858573207
246	0.1850101878
247	0.184103979
248	0.1832272775
249	0.1823149697
250	0.181476169
251	0.1805730287
252	0.1797003884
253	0.1788427572
254	0.1779919289
255	0.1771845421
256	0.1763045142
257	0.1753925578
258	0.1745856827
259	0.1738233864
260	0.1730389373
261	0.1722627609
262	0.1713838491
263	0.1704900895
264	0.1696731297
265	0.16887781
266	0.1680822599
267	0.1673110418
268	0.1665544756
269	0.1657288633
270	0.1649368432
271	0.1641838908
272	0.163395313
273	0.1626908262
274	0.1619416633
275	0.1611757879
276	0.1603865248
277	0.1596138349
278	0.1588722091
279	0.1581939235
280	0.1574257609
281	0.1567242165
282	0.1559694672
283	0.1551748848
284	0.1544594026
285	0.1537920731
286	0.1531189355
287	0.1524613816
288	0.1517634504
289	0.1510848135
290	0.1504026651
291	0.1496976388
292	0.1490850051
293	0.1484346907
294	0.147749809
295	0.1470792154
296	0.1464710727
297	0.1457535104
298	0.1450922451
299	0.1444356597
300	0.1438489134
301	0.1431784269
302	0.1425820401
303	0.1419374064
304	0.1413296004
305	0.1406945906
306	0.1401022706
307	0.1395004367
308	0.1388528129
309	0.1382864448
310	0.1376548103
311	0.1370188678
312	0.1364167372
313	0.1358189105
314	0.1352779511
315	0.1346835165
316	0.1340929163
317	0.1335351686
318	0.1329851708
319	0.1323357083
320	0.1318138196
321	0.131273277
322	0.1307676911
323	0.1302259196
324	0.1296913681
325	0.1291248638
326	0.1284876142
327	0.1279490995
328	0.127412407
329	0.1269106687
330	0.1263919569
331	0.1258882911
332	0.1253427142
333	0.1248346735
334	0.1243284908
335	0.1237765005
336	0.1232940655
337	0.1227543368
338	0.1222574018
339	0.1217795156
340	0.1212998183
341	0.1207918668
342	0.1203364502
343	0.1198666204
344	0.1193863439
345	0.1189222481
346	0.1183760171
347	0.1179667367
348	0.1175271959
349	0.117029146
350	0.1165644272
351	0.1161163012
352	0.1156226234
353	0.1151322722
354	0.1146928532
355	0.1142397219
356	0.1138077097
357	0.1133260283
358	0.1128771449
359	0.1124047741
360	0.1119768707
361	0.1115372469
362	0.1110505372
363	0.1105807627
364	0.1101491637
365	0.1096961669
366	0.1092438665
367	0.1088341637
368	0.1084176518
369	0.108037263
370	0.1076578846
371	0.1072667823
372	0.1068579775
373	0.1064505286
374	0.1060462195
375	0.1056299394
376	0.1052324404
377	0.1048597815
378	0.1044717323
379	0.1039997811
380	0.103638875
381	0.1032184719
382	0.1028083327
383	0.1024124645
384	0.1019813217
385	0.1015759645
386	0.1011999205
387	0.1008203483
388	0.100415305
389	0.1000240676
390	0.09964857877
391	0.09925968014
392	0.09883222598
393	0.09843889266
394	0.09803873584
395	0.09768283395
396	0.09730964301
397	0.09694768861
398	0.09656240309
399	0.09623483517
400	0.09590317124
401	0.09550461002
402	0.09513024839
403	0.09479222643
404	0.09447617966
405	0.09412086148
406	0.0937471848
407	0.09338051302
408	0.09304190998
409	0.09272692541
410	0.09240411275
411	0.0921088873
412	0.09180489256
413	0.09143214233
414	0.09107321148
415	0.09075414528
416	0.09043374281
417	0.09008399887
418	0.08975929617
419	0.08943032484
420	0.08908402675
421	0.08879573012
422	0.08849434384
423	0.08821072406
424	0.08787940652
425	0.08754672488
426	0.08726193572
427	0.08696883317
428	0.08665985073
429	0.08630838442
430	0.08603007405
431	0.08574418933
432	0.08542768643
433	0.08512356593
434	0.084847508
435	0.08454987252
436	0.08429208919
437	0.08396117972
438	0.08366311328
439	0.08336408811
440	0.08307732742
441	0.08281930147
442	0.08255173342
443	0.0822602192
444	0.08194370709
445	0.08167513422
446	0.08139936855
447	0.08113274906
448	0.08085723573
449	0.08058502535
450	0.080307447
451	0.08005436023
452	0.0797947684
453	0.07955101095
454	0.07929935481
455	0.0790220075
456	0.07872488491
457	0.07846383857
458	0.07822474218
459	0.07797894404
460	0.07773767303
461	0.07749579413
462	0.07724733627
463	0.07701092554
464	0.07677466795
465	0.07654365174
466	0.07631939602
467	0.07607423363
468	0.07585291752
469	0.07562416516
470	0.0753961539
471	0.07517505792
472	0.07495158307
473	0.07472747051
474	0.07448752109
475	0.07428190432
476	0.0740436797
477	0.07382404897
478	0.07360686932
479	0.07339108358
480	0.07312740972
481	0.07285967432
482	0.0726334196
483	0.07241035049
484	0.07216186509
485	0.07193942506
486	0.07170173438
487	0.07147138217
488	0.07126599487
489	0.07106655934
490	0.07082400914
491	0.070623364
492	0.07043823247
493	0.07021501797
494	0.07001874006
495	0.06982366033
496	0.06961904342
497	0.06940371963
498	0.06920991087
499	0.06901898716
500	0.06878355625
501	0.06855396762
502	0.06836621675
503	0.06816118514
504	0.06797171302
505	0.06777405161
506	0.06755660001
507	0.06733361486
508	0.06714617887
509	0.06695353905
510	0.06674807419
511	0.06655534053
512	0.06637240761
513	0.06616053174
514	0.06596149404
515	0.06578494122
516	0.0656046305
517	0.06542352345
518	0.06520457501
519	0.06503202638
520	0.0648469983
521	0.06465344807
522	0.06448347215
523	0.06428761788
524	0.06411790105
525	0.06392906679
526	0.06376568241
527	0.06356360562
528	0.06337740773
529	0.06320424748
530	0.06303341259
531	0.06287872236
532	0.06271163212
533	0.06250644554
534	0.06232702836
535	0.0621547272
536	0.06199944791
537	0.06180681112
538	0.06164112776
539	0.06145970253
540	0.06129274971
541	0.06111254772
542	0.06093190475
543	0.0607307587
544	0.06054955855
545	0.06037431695
546	0.06021670684
547	0.06003751633
548	0.0598815802
549	0.05968693433
550	0.05952729696
551	0.05938704218
552	0.05923560018
553	0.05906073414
554	0.05889219346
555	0.05874321433
556	0.05859450909
557	0.05844646015
558	0.05826636922
559	0.05813213875
560	0.05799520027
561	0.05785753457
562	0.05768503515
563	0.05754186018
564	0.05738939113
565	0.05726193514
566	0.05713253365
567	0.05699223551
568	0.05684374771
569	0.05667644827
570	0.05654815729
571	0.05640567627
572	0.05625912993
573	0.05611028849
574	0.05596155587
575	0.05579286084
576	0.05564001374
577	0.0554814389
578	0.05535616745
579	0.05521631305
580	0.05509435028
581	0.05493854611
582	0.05482163812
583	0.05467800303
584	0.05454692346
585	0.05441179023
586	0.05427963675
587	0.05413372367
588	0.05399277393
589	0.05385462268
590	0.05373543938
591	0.05360328903
592	0.05347175159
593	0.05333368414
594	0.05321191439
595	0.05308846452
596	0.05295235572
597	0.05283994699
598	0.05272566157
599	0.05258588963
600	0.05247216763
601	0.05234527495
602	0.05222456829
603	0.05209463373
604	0.05198277125
605	0.05186069537
606	0.05175028011
607	0.05162856722
608	0.05151961466
609	0.05139360924
610	0.0512746038
611	0.05113804601
612	0.05103180466
613	0.05089900877
614	0.05078382335
615	0.05067440987
616	0.05056249331
617	0.05044938901
618	0.05033272836
619	0.0502065021
620	0.05009259976
621	0.04999566735
622	0.04988912507
623	0.04978975932
624	0.04968134637
625	0.0495782147
626	0.04946057954
627	0.04934842761
628	0.049236899
629	0.04912979025
630	0.04902553141
631	0.04892385996
632	0.04882387275
633	0.04872354186
634	0.04860994943
635	0.04850083653
636	0.04839145978
637	0.048292455
638	0.0481811834
639	0.04807443852
640	0.04797354808
641	0.04787971407
642	0.04777529682
643	0.04766562413
644	0.04756757941
645	0.04747035896
646	0.04737652652
647	0.04727988256
648	0.04716738675
649	0.04706760154
650	0.04697247751
651	0.04688012953
652	0.04678456024
653	0.04669052387
654	0.04659159033
655	0.04649046152
656	0.04638493217
657	0.04628963885
658	0.0461915796
659	0.0461048319
660	0.04601074505
661	0.04591961458
662	0.04583328224
663	0.04573672691
664	0.04565351355
665	0.04556004815
666	0.04546486827
667	0.04536750613
668	0.04528611875
669	0.0451990002
670	0.04511236124
671	0.04501896174
672	0.04493408164
673	0.04484851014
674	0.04476608652
675	0.04467560132
676	0.04458463986
677	0.04450220802
678	0.04440778723
679	0.04431877037
680	0.04423246849
681	0.04415111083
682	0.04407110957
683	0.04398335621
684	0.04390760413
685	0.04381949893
686	0.04374407507
687	0.04365660833
688	0.04355562428
689	0.04345929096
690	0.04338541584
691	0.04330168902
692	0.04322020571
693	0.04314713376
694	0.04305173389
695	0.04296813607
696	0.04288563576
697	0.04280683929
698	0.04271562609
699	0.04263203145
700	0.04256100044
701	0.04248902916
702	0.04240288509
703	0.04231638953
704	0.04222911318
705	0.04215050939
706	0.0420756387
707	0.0420078727
708	0.04194029204
709	0.04185757327
710	0.04177707969
711	0.04170866029
712	0.04162788394
713	0.04155389115
714	0.04148292746
715	0.04140880643
716	0.04134157117
717	0.04126967061
718	0.0411966095
719	0.04112744322
720	0.04103485485
721	0.04096069296
722	0.04089183331
723	0.04081909644
724	0.04075341863
725	0.04068816784
726	0.04062528369
727	0.04055920814
728	0.04049154969
729	0.04041623686
730	0.04034907745
731	0.0402810003
732	0.04021742472
733	0.04015586577
734	0.04008682413
735	0.04001723576
736	0.03994800324
737	0.03987574537
738	0.03981049719
739	0.03973617071
740	0.039669691
741	0.03959266271
742	0.03953188529
743	0.03946686573
744	0.03940508443
745	0.03933760511
746	0.03927023577
747	0.03920769873
748	0.03913882764
749	0.03907828528
750	0.03901620257
751	0.03895007588
752	0.03888374852
753	0.03882237557
754	0.03875281897
755	0.03868646366
756	0.03861332035
757	0.0385414899
758	0.03847326803
759	0.03841061468
760	0.03834198851
761	0.03828213521
762	0.03821050504
763	0.03815098355
764	0.03809123563
765	0.03802103959
766	0.03795850191
767	0.03790045254
768	0.03784447668
769	0.03777513677
770	0.03771908564
771	0.03766360861
772	0.03760388467
773	0.03754999677
774	0.03749891175
775	0.03743208821
776	0.0373773629
777	0.03732528546
778	0.03727025371
779	0.0372085601
780	0.03714703479
781	0.03709634644
782	0.03704419334
783	0.03697542429
784	0.03691780837
785	0.03686371079
786	0.03679039692
787	0.03673586076
788	0.03666672193
789	0.03659870571
790	0.0365407349
791	0.03649336849
792	0.03643685021
793	0.03637978254
794	0.03632914869
795	0.0362694495
796	0.03620290414
797	0.03614500072
798	0.03609178488
799	0.03603605478
800	0.03598453874
801	0.03593495884
802	0.03588098874
803	0.03583524193
804	0.03578262346
805	0.03572406634
806	0.03567020569
807	0.03561791197
808	0.03556954482
809	0.03551926146
810	0.03546086643
811	0.03541024733
812	0.03536227683
813	0.03529972951
814	0.03525037344
815	0.03519414045
816	0.03513921051
817	0.03509118822
818	0.03504561736
819	0.03499687513
820	0.03494293092
821	0.03489335078
822	0.03485115954
823	0.03480763323
824	0.03475682192
825	0.03470458853
826	0.03465735069
827	0.03461537902
828	0.03456334911
829	0.0345130045
830	0.03446423849
831	0.03440454199
832	0.03435982112
833	0.03430842117
834	0.034256655
835	0.03420581252
836	0.03414689357
837	0.03410561079
838	0.03406102992
839	0.0340199172
840	0.0339729437
841	0.03393306229
842	0.03388475949
843	0.03383443102
844	0.03378635593
845	0.03373397022
846	0.03367885182
847	0.03363646715
848	0.03359078913
849	0.03354923584
850	0.0335056012
851	0.03345327589
852	0.03340966301
853	0.03336857038
854	0.03332794468
855	0.03327953294
856	0.03323298383
857	0.03319281121
858	0.03313956563
859	0.03310005138
860	0.0330544122
861	0.0330074456
862	0.03296117439
863	0.03292265349
864	0.03287935041
865	0.03283131035
866	0.03278505319
867	0.03273748502
868	0.03269769278
869	0.03266131566
870	0.03261212085
871	0.03257254531
872	0.03251928184
873	0.03247458525
874	0.03243253047
875	0.0323887606
876	0.0323446775
877	0.03230311124
878	0.03225764991
879	0.03221104004
880	0.0321594223
881	0.0321212854
882	0.03208229939
883	0.03204821971
884	0.03201084805
885	0.03197081136
886	0.03193357828
887	0.03189527335
888	0.03185109145
889	0.03178894415
890	0.03174842732
891	0.03170865505
892	0.03166912961
893	0.03163254877
894	0.03159612559
895	0.03156053056
896	0.03152397972
897	0.03149102425
898	0.03143659289
899	0.03140031692
900	0.03136950095
901	0.03132955123
902	0.03129722735
903	0.03125658071
904	0.0312165615
905	0.03118179573
906	0.03114852126
907	0.03111724041
908	0.03107540314
909	0.03104062737
910	0.03100631399
911	0.03097562158
912	0.03094426508
913	0.03090003109
914	0.03087266892
915	0.03083566132
916	0.03079417417
917	0.0307572418
918	0.03072333038
919	0.03069044754
920	0.03065409882
921	0.0306101853
922	0.03056980423
923	0.03053016127
924	0.0305001
925	0.03045240233
926	0.03042014463
927	0.03038911083
928	0.03035044423
929	0.03031237983
930	0.03027884408
931	0.03024613079
932	0.03021124933
933	0.03018101215
934	0.03014971572
935	0.03011498425
936	0.03008481316
937	0.03005322724
938	0.0300144792
939	0.0299854693
940	0.0299530861
941	0.02992670774
942	0.02989258758
943	0.02985349163
944	0.02982633163
945	0.02979474839
946	0.02976499821
947	0.02973823495
948	0.02971056509
949	0.02967710496
950	0.02963852933
951	0.02960730837
952	0.02957757043
953	0.02954463998
954	0.02951178317
955	0.02948502576
956	0.02946137498
957	0.02942662688
958	0.02940256972
959	0.02936384641
960	0.02933487115
961	0.02930136214
962	0.029272833
963	0.02924426773
964	0.02919860513
965	0.0291636449
966	0.02914004989
967	0.02910974435
968	0.02908176712
969	0.02904406616
970	0.02900825803
971	0.02897789957
972	0.02895591384
973	0.02892358858
974	0.02889356225
975	0.02886626119
976	0.02884047629
977	0.02880495456
978	0.02877983284
979	0.02874847693
980	0.02872153172
981	0.02869906704
982	0.02867122274
983	0.02864469452
984	0.02861497439
985	0.02857954765
986	0.02855077147
987	0.02852524267
988	0.0284990907
989	0.02846425671
990	0.02843843211
991	0.02841429484
992	0.02838973973
993	0.0283655957
994	0.0283358607
995	0.02830927449
996	0.02828758808
997	0.02826027642
998	0.02823624105
999	0.02820350979
